borough,precinct,crashes,injuries,fatalities,type_of_injury,year
Bronx,43,52,53,0,BM,2016
Bronx,43,5,2,0,SB,2018
Bronx,43,0,0,0,BB,2016
Bronx,43,3,2,0,SB,2015
Bronx,43,0,0,0,BB,2017
Bronx,43,4,0,0,BP,2016
Bronx,43,2,2,0,SB,2014
Bronx,43,0,0,0,BP,2015
Bronx,43,2,1,0,SB,2016
Bronx,43,1,1,0,BB,2015
Bronx,43,1,1,0,SB,2017
Bronx,43,0,0,0,BB,2018
Bronx,43,66,59,0,BM,2019
Bronx,43,44,44,0,BM,2017
Bronx,43,2,0,0,BP,2019
Bronx,43,61,46,0,BM,2018
Bronx,43,0,0,0,BP,2014
Bronx,43,0,0,0,BB,2019
Bronx,43,32,32,0,BM,2015
Bronx,43,0,0,0,BP,2018
Bronx,43,3,3,0,SB,2019
Bronx,43,0,0,0,BB,2014
Bronx,43,56,56,1,BM,2014
Bronx,44,55,55,0,BM,2017
Bronx,44,0,0,0,SB,2014
Bronx,44,0,0,0,BB,2014
Bronx,44,47,48,0,BM,2016
Bronx,44,3,0,0,BP,2015
Bronx,44,0,0,0,BB,2016
Bronx,44,0,0,0,BP,2016
Bronx,44,0,0,0,SB,2015
Bronx,44,6,0,0,BP,2019
Bronx,44,0,0,0,BP,2018
Bronx,44,0,0,0,BB,2015
Bronx,44,0,0,0,BP,2014
Bronx,44,0,0,0,BB,2018
Bronx,44,7,1,0,BP,2017
Bronx,44,2,2,0,SB,2018
Bronx,44,0,0,0,BB,2017
Bronx,44,0,0,0,SB,2017
Bronx,44,67,58,0,BM,2018
Bronx,44,88,76,0,BM,2019
Bronx,44,0,0,0,SB,2016
Bronx,44,0,0,0,SB,2019
Bronx,44,42,42,0,BM,2014
Bronx,44,0,0,0,BB,2019
Bronx,44,60,59,1,BM,2015
Bronx,45,0,0,0,BB,2014
Bronx,45,19,19,0,BM,2017
Bronx,45,1,0,0,BP,2018
Bronx,45,26,25,1,BM,2015
Bronx,45,2,2,0,SB,2016
Bronx,45,34,28,0,BM,2019
Bronx,45,0,0,0,BB,2019
Bronx,45,0,0,0,BB,2017
Bronx,45,3,3,0,SB,2014
Bronx,45,0,0,0,BP,2019
Bronx,45,1,0,0,BP,2014
Bronx,45,2,0,0,BP,2016
Bronx,45,24,19,0,BM,2018
Bronx,45,31,31,0,BM,2014
Bronx,45,1,1,0,BB,2015
Bronx,45,0,0,0,BP,2017
Bronx,45,1,0,0,SB,2018
Bronx,45,1,1,0,SB,2015
Bronx,45,1,0,0,BP,2015
Bronx,45,2,2,0,SB,2017
Bronx,45,0,0,0,BB,2018
Bronx,45,0,0,0,SB,2019
Bronx,45,30,30,1,BM,2016
Bronx,45,0,0,0,BB,2016
Bronx,46,0,0,0,BB,2017
Bronx,46,62,49,1,BM,2018
Bronx,46,55,42,0,BM,2019
Bronx,46,33,35,0,BM,2016
Bronx,46,3,0,0,BP,2015
Bronx,46,2,0,0,BP,2018
Bronx,46,0,0,0,BB,2015
Bronx,46,42,45,0,BM,2017
Bronx,46,0,0,0,SB,2018
Bronx,46,0,0,0,BP,2017
Bronx,46,5,0,0,BP,2019
Bronx,46,0,0,0,BP,2016
Bronx,46,34,34,0,BM,2014
Bronx,46,1,1,0,SB,2017
Bronx,46,0,0,0,SB,2016
Bronx,46,43,45,0,BM,2015
Bronx,46,0,0,0,BB,2014
Bronx,46,0,0,0,BB,2016
Bronx,46,0,0,0,SB,2019
Bronx,46,1,1,0,BB,2019
Bronx,46,2,2,0,SB,2014
Bronx,46,0,0,0,BB,2018
Bronx,46,3,3,0,SB,2015
Bronx,46,0,0,0,BP,2014
Bronx,47,0,0,0,BB,2018
Bronx,47,33,33,0,BM,2016
Bronx,47,1,0,0,BP,2017
Bronx,47,3,2,0,SB,2019
Bronx,47,1,1,0,SB,2016
Bronx,47,0,0,0,BB,2017
Bronx,47,0,0,0,SB,2018
Bronx,47,0,0,0,SB,2017
Bronx,47,46,41,0,BM,2018
Bronx,47,44,35,0,BM,2019
Bronx,47,0,0,0,BB,2019
Bronx,47,2,0,0,BP,2016
Bronx,47,0,0,0,BP,2019
Bronx,47,25,25,0,BM,2014
Bronx,47,1,1,0,SB,2015
Bronx,47,0,0,0,BB,2016
Bronx,47,0,0,0,SB,2014
Bronx,47,32,35,0,BM,2017
Bronx,47,1,0,0,BB,2014
Bronx,47,0,0,0,BP,2014
Bronx,47,0,0,0,BP,2018
Bronx,47,37,37,0,BM,2015
Bronx,47,0,0,0,BP,2015
Bronx,47,0,0,0,BB,2015
Bronx,48,2,0,0,BP,2019
Bronx,48,0,0,0,BB,2014
Bronx,48,1,2,0,SB,2019
Bronx,48,0,0,0,SB,2017
Bronx,48,65,44,0,BM,2019
Bronx,48,1,0,0,BP,2017
Bronx,48,37,36,1,BM,2017
Bronx,48,0,0,0,BB,2017
Bronx,48,2,0,0,BP,2018
Bronx,48,0,0,0,SB,2014
Bronx,48,1,1,0,SB,2018
Bronx,48,55,42,1,BM,2018
Bronx,48,4,0,0,BP,2015
Bronx,48,1,1,0,SB,2016
Bronx,48,1,0,0,BP,2016
Bronx,48,0,0,0,BB,2016
Bronx,48,42,42,0,BM,2015
Bronx,48,1,1,0,BB,2019
Bronx,48,32,33,0,BM,2016
Bronx,48,0,0,0,BB,2018
Bronx,48,0,0,0,BB,2015
Bronx,48,0,0,0,SB,2015
Bronx,48,1,0,0,BP,2014
Bronx,48,39,39,0,BM,2014
Bronx,49,1,1,0,SB,2017
Bronx,49,0,0,0,BB,2018
Bronx,49,41,41,0,BM,2014
Bronx,49,1,0,0,BP,2017
Bronx,49,1,0,0,BP,2016
Bronx,49,0,0,0,BB,2014
Bronx,49,0,0,0,BB,2019
Bronx,49,39,39,0,BM,2015
Bronx,49,1,0,0,BP,2015
Bronx,49,36,36,1,BM,2016
Bronx,49,1,0,0,BP,2018
Bronx,49,29,24,0,BM,2018
Bronx,49,2,2,0,SB,2018
Bronx,49,1,1,0,BB,2015
Bronx,49,3,3,0,SB,2015
Bronx,49,2,2,0,SB,2014
Bronx,49,2,2,0,SB,2016
Bronx,49,0,0,0,BP,2014
Bronx,49,39,30,0,BM,2019
Bronx,49,0,0,0,BB,2017
Bronx,49,1,0,0,BP,2019
Bronx,49,35,35,0,BM,2017
Bronx,49,0,0,0,SB,2019
Bronx,49,0,0,0,BB,2016
Bronx,50,25,24,0,BM,2019
Bronx,50,0,0,0,BB,2014
Bronx,50,29,29,0,BM,2015
Bronx,50,0,0,0,BB,2018
Bronx,50,2,2,0,SB,2015
Bronx,50,28,27,0,BM,2018
Bronx,50,0,0,0,BB,2015
Bronx,50,1,1,0,SB,2016
Bronx,50,19,19,0,BM,2014
Bronx,50,0,0,0,BB,2016
Bronx,50,18,18,0,BM,2016
Bronx,50,13,13,0,BM,2017
Bronx,50,2,2,0,SB,2014
Bronx,50,3,1,0,BP,2018
Bronx,50,0,0,0,SB,2019
Bronx,50,0,0,0,BP,2019
Bronx,50,1,1,0,BP,2015
Bronx,50,2,1,0,BP,2014
Bronx,50,2,0,0,BP,2016
Bronx,50,0,0,0,SB,2018
Bronx,50,2,2,0,SB,2017
Bronx,50,2,0,0,BP,2017
Bronx,50,0,0,0,BB,2019
Bronx,50,0,0,0,BB,2017
Bronx,52,37,35,0,BM,2018
Bronx,52,0,0,0,SB,2016
Bronx,52,1,1,0,SB,2019
Bronx,52,0,0,0,BB,2017
Bronx,52,36,36,0,BM,2017
Bronx,52,32,32,0,BM,2014
Bronx,52,3,1,0,BP,2016
Bronx,52,3,1,0,BP,2015
Bronx,52,0,0,0,BB,2015
Bronx,52,10,1,0,BP,2019
Bronx,52,44,45,1,BM,2016
Bronx,52,35,35,0,BM,2015
Bronx,52,0,0,0,BB,2014
Bronx,52,0,0,0,BB,2016
Bronx,52,6,6,0,SB,2014
Bronx,52,2,0,0,BP,2014
Bronx,52,1,0,0,BP,2018
Bronx,52,0,0,0,SB,2017
Bronx,52,1,0,0,BP,2017
Bronx,52,0,0,0,BB,2019
Bronx,52,1,1,0,SB,2018
Bronx,52,63,53,0,BM,2019
Bronx,52,0,0,0,BB,2018
Bronx,52,4,4,0,SB,2015
Brooklyn,60,0,0,0,SB,2017
Brooklyn,60,46,43,0,BM,2019
Brooklyn,60,29,29,0,BM,2015
Brooklyn,60,0,0,0,BB,2014
Brooklyn,60,5,4,0,SB,2015
Brooklyn,60,42,43,0,BM,2014
Brooklyn,60,0,0,0,SB,2019
Brooklyn,60,3,3,0,SB,2014
Brooklyn,60,0,0,0,BB,2018
Brooklyn,60,0,0,0,BB,2015
Brooklyn,60,0,0,0,BB,2019
Brooklyn,60,0,0,0,BB,2016
Brooklyn,60,3,0,0,BP,2014
Brooklyn,60,2,1,0,BP,2019
Brooklyn,60,0,0,0,BB,2017
Brooklyn,60,1,0,0,BP,2017
Brooklyn,60,43,38,0,BM,2018
Brooklyn,60,0,0,0,SB,2016
Brooklyn,60,31,31,0,BM,2017
Brooklyn,60,2,0,0,BP,2016
Brooklyn,60,0,0,0,BP,2018
Brooklyn,60,2,0,0,BP,2015
Brooklyn,60,2,2,0,SB,2018
Brooklyn,60,28,29,0,BM,2016
Brooklyn,61,4,1,0,BP,2016
Brooklyn,61,0,0,0,BB,2019
Brooklyn,61,2,2,0,SB,2015
Brooklyn,61,95,89,0,BM,2018
Brooklyn,61,97,83,1,BM,2019
Brooklyn,61,1,1,0,BB,2018
Brooklyn,61,5,1,0,BP,2018
Brooklyn,61,2,2,0,SB,2017
Brooklyn,61,69,72,1,BM,2014
Brooklyn,61,3,0,0,BP,2019
Brooklyn,61,2,2,0,SB,2018
Brooklyn,61,3,1,0,BP,2017
Brooklyn,61,0,0,0,BB,2017
Brooklyn,61,1,1,0,SB,2014
Brooklyn,61,2,1,0,SB,2016
Brooklyn,61,1,1,0,SB,2019
Brooklyn,61,88,86,2,BM,2017
Brooklyn,61,0,0,0,BB,2016
Brooklyn,61,74,72,2,BM,2016
Brooklyn,61,0,0,0,BB,2014
Brooklyn,61,73,73,0,BM,2015
Brooklyn,61,1,0,0,BP,2015
Brooklyn,61,0,0,0,BB,2015
Brooklyn,61,2,0,0,BP,2014
Brooklyn,62,0,0,0,BB,2017
Brooklyn,62,1,1,0,SB,2016
Brooklyn,62,4,1,0,BP,2018
Brooklyn,62,58,58,0,BM,2015
Brooklyn,62,1,1,0,SB,2018
Brooklyn,62,76,66,1,BM,2019
Brooklyn,62,1,1,0,BB,2015
Brooklyn,62,6,1,0,BP,2019
Brooklyn,62,7,1,0,BP,2016
Brooklyn,62,79,79,0,BM,2016
Brooklyn,62,5,1,0,BP,2015
Brooklyn,62,85,73,0,BM,2018
Brooklyn,62,4,0,0,BP,2017
Brooklyn,62,0,0,0,BB,2014
Brooklyn,62,2,2,0,BB,2016
Brooklyn,62,1,1,0,SB,2017
Brooklyn,62,67,68,0,BM,2017
Brooklyn,62,3,0,0,BP,2014
Brooklyn,62,1,2,0,BB,2018
Brooklyn,62,3,3,0,SB,2014
Brooklyn,62,0,0,0,SB,2019
Brooklyn,62,0,0,0,BB,2019
Brooklyn,62,70,70,0,BM,2014
Brooklyn,62,1,1,0,SB,2015
Brooklyn,63,0,0,0,BB,2018
Brooklyn,63,4,4,0,SB,2014
Brooklyn,63,20,20,0,BM,2015
Brooklyn,63,0,0,0,BB,2019
Brooklyn,63,0,0,0,BP,2015
Brooklyn,63,2,2,0,SB,2015
Brooklyn,63,0,0,0,BP,2017
Brooklyn,63,0,0,0,BB,2014
Brooklyn,63,0,0,0,BB,2016
Brooklyn,63,0,0,0,BB,2015
Brooklyn,63,1,0,0,BP,2014
Brooklyn,63,0,0,0,SB,2017
Brooklyn,63,0,0,0,BP,2018
Brooklyn,63,27,27,0,BM,2016
Brooklyn,63,1,1,0,SB,2016
Brooklyn,63,0,0,0,BB,2017
Brooklyn,63,5,5,0,SB,2018
Brooklyn,63,40,29,1,BM,2019
Brooklyn,63,2,0,0,BP,2019
Brooklyn,63,1,0,0,BP,2016
Brooklyn,63,36,36,0,BM,2017
Brooklyn,63,39,30,0,BM,2018
Brooklyn,63,32,32,0,BM,2014
Brooklyn,63,2,2,0,SB,2019
Brooklyn,66,1,0,0,BP,2014
Brooklyn,66,4,4,0,SB,2017
Brooklyn,66,2,2,0,BB,2018
Brooklyn,66,89,89,0,BM,2014
Brooklyn,66,10,9,0,SB,2015
Brooklyn,66,119,120,2,BM,2017
Brooklyn,66,0,0,0,BB,2019
Brooklyn,66,150,119,3,BM,2019
Brooklyn,66,4,3,0,SB,2014
Brooklyn,66,1,1,0,SB,2019
Brooklyn,66,6,0,0,BP,2018
Brooklyn,66,122,122,0,BM,2015
Brooklyn,66,1,1,0,BB,2017
Brooklyn,66,0,0,0,BB,2016
Brooklyn,66,0,0,0,BB,2014
Brooklyn,66,2,2,0,BB,2015
Brooklyn,66,8,0,0,BP,2019
Brooklyn,66,116,116,0,BM,2016
Brooklyn,66,0,0,0,SB,2018
Brooklyn,66,5,1,0,BP,2017
Brooklyn,66,0,0,0,SB,2016
Brooklyn,66,160,139,0,BM,2018
Brooklyn,66,9,1,0,BP,2015
Brooklyn,66,5,0,0,BP,2016
Brooklyn,67,0,0,0,SB,2014
Brooklyn,67,0,0,0,BB,2017
Brooklyn,67,107,95,0,BM,2019
Brooklyn,67,92,76,0,BM,2018
Brooklyn,67,0,0,0,BB,2018
Brooklyn,67,1,1,0,SB,2017
Brooklyn,67,1,0,0,BB,2014
Brooklyn,67,0,0,0,SB,2019
Brooklyn,67,80,79,1,BM,2017
Brooklyn,67,2,0,0,BP,2017
Brooklyn,67,1,0,0,BB,2015
Brooklyn,67,0,0,0,BP,2018
Brooklyn,67,81,82,0,BM,2016
Brooklyn,67,0,0,0,SB,2018
Brooklyn,67,59,61,0,BM,2014
Brooklyn,67,1,0,0,BP,2019
Brooklyn,67,1,0,0,BP,2014
Brooklyn,67,79,80,0,BM,2015
Brooklyn,67,0,0,0,SB,2016
Brooklyn,67,1,0,0,BP,2015
Brooklyn,67,0,0,0,BB,2019
Brooklyn,67,4,0,0,BP,2016
Brooklyn,67,0,0,0,BB,2016
Brooklyn,67,0,0,0,SB,2015
Brooklyn,68,0,0,0,BB,2016
Brooklyn,68,46,47,0,BM,2016
Brooklyn,68,66,57,0,BM,2019
Brooklyn,68,0,0,0,SB,2019
Brooklyn,68,3,3,0,SB,2015
Brooklyn,68,3,0,0,BP,2015
Brooklyn,68,1,1,0,SB,2014
Brooklyn,68,0,0,0,BB,2019
Brooklyn,68,44,45,0,BM,2017
Brooklyn,68,0,0,0,BB,2014
Brooklyn,68,1,0,0,BP,2019
Brooklyn,68,3,0,0,BP,2014
Brooklyn,68,0,0,0,BB,2018
Brooklyn,68,41,42,0,BM,2015
Brooklyn,68,40,40,0,BM,2014
Brooklyn,68,2,3,0,BB,2015
Brooklyn,68,1,1,0,SB,2018
Brooklyn,68,2,1,0,BP,2016
Brooklyn,68,5,1,0,BP,2017
Brooklyn,68,0,0,0,BB,2017
Brooklyn,68,2,2,0,SB,2016
Brooklyn,68,52,43,0,BM,2018
Brooklyn,68,4,1,0,BP,2018
Brooklyn,68,3,3,0,SB,2017
Brooklyn,69,19,19,0,BM,2014
Brooklyn,69,0,0,0,SB,2016
Brooklyn,69,1,1,0,SB,2014
Brooklyn,69,26,26,0,BM,2016
Brooklyn,69,38,32,0,BM,2018
Brooklyn,69,0,0,0,BB,2016
Brooklyn,69,0,0,0,BB,2017
Brooklyn,69,0,0,0,SB,2019
Brooklyn,69,20,20,0,BM,2017
Brooklyn,69,0,0,0,SB,2017
Brooklyn,69,0,0,0,SB,2018
Brooklyn,69,0,0,0,BP,2014
Brooklyn,69,0,0,0,BB,2018
Brooklyn,69,19,19,0,BM,2015
Brooklyn,69,29,27,1,BM,2019
Brooklyn,69,0,0,0,BB,2019
Brooklyn,69,0,0,0,BP,2016
Brooklyn,69,0,0,0,BP,2019
Brooklyn,69,0,0,0,SB,2015
Brooklyn,69,0,0,0,BB,2015
Brooklyn,69,0,0,0,BP,2017
Brooklyn,69,0,0,0,BP,2015
Brooklyn,69,0,0,0,BP,2018
Brooklyn,69,0,0,0,BB,2014
Brooklyn,70,5,0,0,BP,2019
Brooklyn,70,1,1,0,SB,2018
Brooklyn,70,3,0,0,BP,2014
Brooklyn,70,114,113,1,BM,2016
Brooklyn,70,1,1,0,BB,2019
Brooklyn,70,99,101,0,BM,2017
Brooklyn,70,93,93,0,BM,2014
Brooklyn,70,1,1,0,SB,2016
Brooklyn,70,1,2,0,BB,2017
Brooklyn,70,0,0,0,BB,2014
Brooklyn,70,117,119,1,BM,2015
Brooklyn,70,127,113,1,BM,2019
Brooklyn,70,4,0,0,BP,2015
Brooklyn,70,0,0,0,BB,2016
Brooklyn,70,0,0,0,BB,2015
Brooklyn,70,2,1,0,SB,2015
Brooklyn,70,0,0,0,BB,2018
Brooklyn,70,3,0,0,BP,2018
Brooklyn,70,0,0,0,SB,2017
Brooklyn,70,2,0,0,BP,2016
Brooklyn,70,138,120,0,BM,2018
Brooklyn,70,3,0,0,BP,2017
Brooklyn,70,1,1,0,SB,2019
Brooklyn,70,4,4,0,SB,2014
Brooklyn,71,0,0,0,SB,2018
Brooklyn,71,86,73,0,BM,2018
Brooklyn,71,2,2,0,BB,2014
Brooklyn,71,58,59,1,BM,2017
Brooklyn,71,4,4,0,SB,2015
Brooklyn,71,5,2,0,BP,2019
Brooklyn,71,2,0,0,BP,2017
Brooklyn,71,0,0,0,SB,2016
Brooklyn,71,0,0,0,BB,2017
Brooklyn,71,0,0,0,BB,2019
Brooklyn,71,1,2,0,BB,2016
Brooklyn,71,93,86,0,BM,2019
Brooklyn,71,1,1,0,BB,2018
Brooklyn,71,51,52,0,BM,2015
Brooklyn,71,3,1,0,BP,2015
Brooklyn,71,9,2,0,BP,2018
Brooklyn,71,2,1,0,SB,2019
Brooklyn,71,4,2,0,BP,2014
Brooklyn,71,0,0,0,SB,2017
Brooklyn,71,46,45,1,BM,2014
Brooklyn,71,71,70,1,BM,2016
Brooklyn,71,0,0,0,BB,2015
Brooklyn,71,3,3,0,SB,2014
Brooklyn,71,4,0,0,BP,2016
Brooklyn,72,2,3,0,BB,2015
Brooklyn,72,14,12,0,SB,2017
Brooklyn,72,1,1,0,SB,2019
Brooklyn,72,3,3,0,SB,2018
Brooklyn,72,2,2,0,BB,2019
Brooklyn,72,5,0,0,BP,2019
Brooklyn,72,103,87,0,BM,2018
Brooklyn,72,2,0,0,BP,2014
Brooklyn,72,7,1,0,BP,2017
Brooklyn,72,9,8,0,SB,2016
Brooklyn,72,1,1,0,BB,2017
Brooklyn,72,2,3,0,BB,2016
Brooklyn,72,3,1,0,BP,2015
Brooklyn,72,6,1,0,BP,2016
Brooklyn,72,71,72,1,BM,2015
Brooklyn,72,117,100,2,BM,2019
Brooklyn,72,7,4,0,BP,2018
Brooklyn,72,8,8,0,SB,2015
Brooklyn,72,75,75,0,BM,2014
Brooklyn,72,102,103,0,BM,2016
Brooklyn,72,0,0,0,BB,2018
Brooklyn,72,89,89,0,BM,2017
Brooklyn,72,0,0,0,BB,2014
Brooklyn,72,9,9,0,SB,2014
Brooklyn,73,0,0,0,BP,2015
Brooklyn,73,47,47,0,BM,2016
Brooklyn,73,0,0,0,BB,2015
Brooklyn,73,2,0,0,BP,2017
Brooklyn,73,2,2,0,SB,2018
Brooklyn,73,1,1,0,BB,2018
Brooklyn,73,36,37,0,BM,2017
Brooklyn,73,1,1,0,SB,2014
Brooklyn,73,67,53,1,BM,2018
Brooklyn,73,2,0,0,BP,2018
Brooklyn,73,1,0,0,SB,2015
Brooklyn,73,31,30,1,BM,2014
Brooklyn,73,0,0,0,BB,2016
Brooklyn,73,2,0,0,BP,2019
Brooklyn,73,2,3,0,BB,2017
Brooklyn,73,39,39,0,BM,2015
Brooklyn,73,0,0,0,SB,2016
Brooklyn,73,81,70,1,BM,2019
Brooklyn,73,2,0,0,BP,2016
Brooklyn,73,2,2,0,BB,2014
Brooklyn,73,0,0,0,SB,2017
Brooklyn,73,2,0,0,BP,2014
Brooklyn,73,1,1,0,SB,2019
Brooklyn,73,1,1,0,BB,2019
Brooklyn,75,0,0,0,BB,2016
Brooklyn,75,0,0,0,BB,2017
Brooklyn,75,1,0,0,BP,2015
Brooklyn,75,2,0,0,BP,2017
Brooklyn,75,2,2,0,SB,2014
Brooklyn,75,0,0,0,BP,2014
Brooklyn,75,3,0,0,BP,2019
Brooklyn,75,3,2,0,SB,2016
Brooklyn,75,1,2,0,BB,2019
Brooklyn,75,3,0,0,BP,2018
Brooklyn,75,110,97,0,BM,2018
Brooklyn,75,1,1,0,SB,2018
Brooklyn,75,3,3,0,SB,2015
Brooklyn,75,79,83,0,BM,2014
Brooklyn,75,87,90,0,BM,2015
Brooklyn,75,4,0,0,BP,2016
Brooklyn,75,98,99,0,BM,2017
Brooklyn,75,0,0,0,BB,2018
Brooklyn,75,0,0,0,SB,2017
Brooklyn,75,0,0,0,BB,2014
Brooklyn,75,0,0,0,BB,2015
Brooklyn,75,4,4,0,SB,2019
Brooklyn,75,112,10,0,BM,2019
Brooklyn,75,100,101,1,BM,2016
Brooklyn,76,3,0,0,BP,2015
Brooklyn,76,0,0,0,SB,2018
Brooklyn,76,1,0,0,SB,2017
Brooklyn,76,1,0,0,BP,2017
Brooklyn,76,2,0,0,BP,2014
Brooklyn,76,2,2,0,SB,2016
Brooklyn,76,0,0,0,BB,2017
Brooklyn,76,2,2,0,SB,2014
Brooklyn,76,24,22,0,BM,2019
Brooklyn,76,30,23,0,BM,2018
Brooklyn,76,4,0,0,BP,2018
Brooklyn,76,6,4,0,SB,2015
Brooklyn,76,17,17,0,BM,2014
Brooklyn,76,1,1,0,BP,2019
Brooklyn,76,23,23,0,BM,2017
Brooklyn,76,1,0,0,BP,2016
Brooklyn,76,0,0,0,BB,2016
Brooklyn,76,34,33,1,BM,2015
Brooklyn,76,1,0,0,BB,2015
Brooklyn,76,1,1,0,SB,2019
Brooklyn,76,0,0,0,BB,2019
Brooklyn,76,0,0,0,BB,2014
Brooklyn,76,35,36,0,BM,2016
Brooklyn,76,0,0,0,BB,2018
Brooklyn,77,4,4,0,SB,2017
Brooklyn,77,4,3,0,SB,2015
Brooklyn,77,2,1,0,BB,2019
Brooklyn,77,4,3,0,SB,2014
Brooklyn,77,3,0,0,BP,2019
Brooklyn,77,0,0,0,BB,2016
Brooklyn,77,1,0,0,BP,2014
Brooklyn,77,1,2,0,BB,2014
Brooklyn,77,3,0,0,BP,2017
Brooklyn,77,76,77,0,BM,2016
Brooklyn,77,69,69,0,BM,2014
Brooklyn,77,2,1,0,SB,2019
Brooklyn,77,3,1,0,SB,2018
Brooklyn,77,111,87,1,BM,2019
Brooklyn,77,6,0,0,BP,2018
Brooklyn,77,56,56,0,BM,2017
Brooklyn,77,3,1,0,BP,2016
Brooklyn,77,59,60,0,BM,2015
Brooklyn,77,0,0,0,BB,2017
Brooklyn,77,4,4,0,SB,2016
Brooklyn,77,0,0,0,BB,2018
Brooklyn,77,5,0,0,BP,2015
Brooklyn,77,1,0,0,BB,2015
Brooklyn,77,106,80,0,BM,2018
Brooklyn,78,74,73,1,BM,2015
Brooklyn,78,11,9,0,SB,2017
Brooklyn,78,69,70,0,BM,2017
Brooklyn,78,4,6,0,BB,2015
Brooklyn,78,6,10,0,BB,2016
Brooklyn,78,14,13,0,SB,2015
Brooklyn,78,81,81,0,BM,2014
Brooklyn,78,115,91,1,BM,2019
Brooklyn,78,6,4,0,BP,2018
Brooklyn,78,17,6,0,BP,2019
Brooklyn,78,89,73,0,BM,2018
Brooklyn,78,5,10,0,BB,2017
Brooklyn,78,21,20,0,SB,2014
Brooklyn,78,10,10,0,SB,2016
Brooklyn,78,7,5,0,BP,2016
Brooklyn,78,8,8,0,SB,2019
Brooklyn,78,13,6,0,BP,2014
Brooklyn,78,3,5,0,BB,2018
Brooklyn,78,11,3,0,BP,2017
Brooklyn,78,89,89,1,BM,2016
Brooklyn,78,12,15,0,BB,2014
Brooklyn,78,10,1,0,BP,2015
Brooklyn,78,6,10,0,BB,2019
Brooklyn,78,25,23,0,SB,2018
Brooklyn,79,118,99,0,BM,2019
Brooklyn,79,4,0,0,BP,2018
Brooklyn,79,2,0,0,SB,2019
Brooklyn,79,3,0,0,BP,2019
Brooklyn,79,86,86,0,BM,2014
Brooklyn,79,121,100,0,BM,2018
Brooklyn,79,10,8,0,SB,2015
Brooklyn,79,2,1,0,BB,2017
Brooklyn,79,3,2,0,BB,2015
Brooklyn,79,3,1,0,BP,2017
Brooklyn,79,9,2,1,BP,2015
Brooklyn,79,0,0,0,BB,2018
Brooklyn,79,3,3,0,SB,2018
Brooklyn,79,117,117,0,BM,2017
Brooklyn,79,4,4,0,SB,2014
Brooklyn,79,1,1,0,BB,2014
Brooklyn,79,7,0,0,BP,2014
Brooklyn,79,2,3,0,BB,2016
Brooklyn,79,4,3,0,SB,2017
Brooklyn,79,108,110,0,BM,2016
Brooklyn,79,5,5,0,SB,2016
Brooklyn,79,4,0,0,BP,2016
Brooklyn,79,2,0,0,BB,2019
Brooklyn,79,102,102,0,BM,2015
Brooklyn,81,2,2,0,SB,2016
Brooklyn,81,0,0,0,BB,2016
Brooklyn,81,0,0,0,BB,2018
Brooklyn,81,3,3,0,SB,2018
Brooklyn,81,51,44,1,BM,2018
Brooklyn,81,0,0,0,BB,2017
Brooklyn,81,1,0,0,BP,2014
Brooklyn,81,1,0,0,BP,2019
Brooklyn,81,1,1,0,BB,2014
Brooklyn,81,3,1,0,BP,2018
Brooklyn,81,81,51,0,BM,2019
Brooklyn,81,55,55,0,BM,2016
Brooklyn,81,0,0,0,SB,2014
Brooklyn,81,64,64,0,BM,2015
