borough,precinct,crashes,injuries,fatalities,type_of_injury,year
Brooklyn,81,51,50,1,BM,2017
Brooklyn,81,0,0,0,BB,2019
Brooklyn,81,1,1,0,SB,2019
Brooklyn,81,1,0,0,BP,2016
Brooklyn,81,1,0,0,BP,2015
Brooklyn,81,45,44,1,BM,2014
Brooklyn,81,1,1,0,SB,2015
Brooklyn,81,4,0,0,BP,2017
Brooklyn,81,0,0,0,BB,2015
Brooklyn,81,2,2,0,SB,2017
Brooklyn,83,121,94,0,BM,2018
Brooklyn,83,1,1,0,BB,2019
Brooklyn,83,4,1,0,BP,2018
Brooklyn,83,1,1,0,SB,2018
Brooklyn,83,115,97,0,BM,2019
Brooklyn,83,7,0,0,BP,2019
Brooklyn,83,0,0,0,BB,2018
Brooklyn,83,3,3,0,SB,2019
Brooklyn,83,1,1,0,BB,2017
Brooklyn,83,4,4,0,SB,2017
Brooklyn,83,1,1,0,BB,2015
Brooklyn,83,2,1,0,SB,2014
Brooklyn,83,98,97,1,BM,2016
Brooklyn,83,110,110,1,BM,2017
Brooklyn,83,5,0,0,BP,2015
Brooklyn,83,2,2,0,SB,2015
Brooklyn,83,81,81,0,BM,2014
Brooklyn,83,5,1,0,BP,2017
Brooklyn,83,3,0,0,BP,2016
Brooklyn,83,5,0,0,BP,2014
Brooklyn,83,0,0,0,BB,2016
Brooklyn,83,84,84,0,BM,2015
Brooklyn,83,2,2,0,SB,2016
Brooklyn,83,1,1,0,BB,2014
Brooklyn,84,13,4,0,BP,2018
Brooklyn,84,5,4,0,SB,2019
Brooklyn,84,9,0,0,BP,2015
Brooklyn,84,55,55,0,BM,2015
Brooklyn,84,2,2,0,BB,2015
Brooklyn,84,8,6,0,SB,2016
Brooklyn,84,0,0,0,BB,2018
Brooklyn,84,54,53,1,BM,2014
Brooklyn,84,10,2,0,BP,2014
Brooklyn,84,3,3,0,BB,2017
Brooklyn,84,75,53,0,BM,2019
Brooklyn,84,8,7,0,SB,2017
Brooklyn,84,88,66,0,BM,2018
Brooklyn,84,1,2,0,BB,2014
Brooklyn,84,7,7,0,SB,2014
Brooklyn,84,63,63,0,BM,2016
Brooklyn,84,12,5,0,BP,2019
Brooklyn,84,0,0,0,BB,2016
Brooklyn,84,2,2,0,BB,2019
Brooklyn,84,17,6,0,BP,2016
Brooklyn,84,11,9,0,SB,2015
Brooklyn,84,17,6,0,BP,2017
Brooklyn,84,6,6,0,SB,2018
Brooklyn,84,65,65,0,BM,2017
Brooklyn,88,115,91,0,BM,2019
Brooklyn,88,1,0,0,BP,2019
Brooklyn,88,0,0,0,BB,2017
Brooklyn,88,1,0,0,BP,2017
Brooklyn,88,2,2,0,SB,2019
Brooklyn,88,0,0,0,BB,2015
Brooklyn,88,9,9,0,SB,2014
Brooklyn,88,77,77,0,BM,2017
Brooklyn,88,88,72,0,BM,2018
Brooklyn,88,83,83,0,BM,2014
Brooklyn,88,4,4,0,SB,2016
Brooklyn,88,4,2,0,BB,2014
Brooklyn,88,2,1,0,BB,2016
Brooklyn,88,5,5,0,SB,2018
Brooklyn,88,6,5,0,SB,2015
Brooklyn,88,1,1,0,BB,2019
Brooklyn,88,106,106,1,BM,2016
Brooklyn,88,3,3,0,SB,2017
Brooklyn,88,1,1,0,BB,2018
Brooklyn,88,4,0,0,BP,2016
Brooklyn,88,2,2,0,BP,2014
Brooklyn,88,99,99,0,BM,2015
Brooklyn,88,5,1,0,BP,2015
Brooklyn,88,2,0,0,BP,2018
Brooklyn,90,12,3,0,BP,2015
Brooklyn,90,178,141,2,BM,2019
Brooklyn,90,11,2,0,BP,2014
Brooklyn,90,170,170,1,BM,2017
Brooklyn,90,5,5,0,SB,2018
Brooklyn,90,177,177,0,BM,2015
Brooklyn,90,23,21,0,SB,2015
Brooklyn,90,8,2,0,BP,2018
Brooklyn,90,5,4,0,BB,2019
Brooklyn,90,2,4,0,BB,2017
Brooklyn,90,198,199,1,BM,2016
Brooklyn,90,10,9,0,SB,2016
Brooklyn,90,186,156,0,BM,2018
Brooklyn,90,4,3,0,BB,2015
Brooklyn,90,18,16,0,SB,2014
Brooklyn,90,6,3,0,BP,2016
Brooklyn,90,13,12,0,SB,2019
Brooklyn,90,1,1,0,BB,2016
Brooklyn,90,5,7,0,BB,2014
Brooklyn,90,14,13,0,SB,2017
Brooklyn,90,177,176,1,BM,2014
Brooklyn,90,3,1,0,BB,2018
Brooklyn,90,9,2,0,BP,2017
Brooklyn,90,10,1,0,BP,2019
Brooklyn,94,6,1,0,BP,2014
Brooklyn,94,0,0,0,BB,2017
Brooklyn,94,2,4,0,BB,2016
Brooklyn,94,73,60,1,BM,2019
Brooklyn,94,2,3,0,BB,2015
Brooklyn,94,6,6,0,SB,2016
Brooklyn,94,68,69,0,BM,2014
Brooklyn,94,3,1,0,BP,2016
Brooklyn,94,6,5,1,SB,2014
Brooklyn,94,2,2,0,BB,2018
Brooklyn,94,5,3,0,BP,2015
Brooklyn,94,3,3,0,BB,2019
Brooklyn,94,83,83,0,BM,2016
Brooklyn,94,7,6,0,SB,2017
Brooklyn,94,7,7,0,SB,2018
Brooklyn,94,11,9,0,SB,2015
Brooklyn,94,2,2,0,BB,2014
Brooklyn,94,90,90,0,BM,2015
Brooklyn,94,84,67,0,BM,2018
Brooklyn,94,2,0,0,BP,2018
Brooklyn,94,3,3,0,SB,2019
Brooklyn,94,3,0,0,BP,2017
Brooklyn,94,83,83,1,BM,2017
Brooklyn,94,1,0,0,BP,2019
Queens,100,14,14,0,BM,2015
Queens,100,26,16,2,BM,2019
Queens,100,0,0,0,BB,2017
Queens,100,7,7,0,BM,2016
Queens,100,0,0,0,BB,2019
Queens,100,1,1,0,SB,2018
Queens,100,2,2,0,SB,2016
Queens,100,0,0,0,BP,2015
Queens,100,0,0,0,BB,2015
Queens,100,1,1,0,SB,2015
Queens,100,1,1,0,SB,2017
Queens,100,0,0,0,BB,2014
Queens,100,13,13,0,BM,2017
Queens,100,0,0,0,BP,2019
Queens,100,0,0,0,SB,2014
Queens,100,0,0,0,BP,2017
Queens,100,19,16,0,BM,2018
Queens,100,1,0,0,BP,2014
Queens,100,10,10,0,BM,2014
Queens,100,0,0,0,BP,2018
Queens,100,1,2,0,BB,2018
Queens,100,0,0,0,BP,2016
Queens,100,2,2,0,SB,2019
Queens,100,2,2,0,BB,2016
Queens,101,1,0,0,BP,2016
Queens,101,0,0,0,BP,2018
Queens,101,15,15,0,BM,2016
Queens,101,0,0,0,SB,2016
Queens,101,0,0,0,BB,2019
Queens,101,0,0,0,BP,2015
Queens,101,13,13,0,BM,2017
Queens,101,0,0,0,BB,2015
Queens,101,17,17,0,BM,2014
Queens,101,0,0,0,BB,2018
Queens,101,2,2,0,SB,2017
Queens,101,21,15,0,BM,2019
Queens,101,1,3,0,SB,2019
Queens,101,0,0,0,BP,2017
Queens,101,15,12,0,BM,2018
Queens,101,0,0,0,BB,2016
Queens,101,2,2,0,SB,2014
Queens,101,1,0,0,BP,2014
Queens,101,2,1,0,SB,2015
Queens,101,0,0,0,BP,2019
Queens,101,0,0,0,SB,2018
Queens,101,0,0,0,BB,2014
Queens,101,17,16,1,BM,2015
Queens,101,0,0,0,BB,2017
Queens,102,54,56,0,BM,2017
Queens,102,0,0,0,BB,2016
Queens,102,41,37,0,BM,2018
Queens,102,0,0,0,BP,2016
Queens,102,3,2,0,BP,2018
Queens,102,2,2,0,SB,2014
Queens,102,1,0,0,BP,2017
Queens,102,4,4,0,SB,2015
Queens,102,0,0,0,BB,2015
Queens,102,61,50,0,BM,2019
Queens,102,3,3,0,SB,2019
Queens,102,4,4,0,SB,2017
Queens,102,2,0,0,BP,2019
Queens,102,1,0,0,BP,2014
Queens,102,59,59,0,BM,2015
Queens,102,2,0,0,BP,2015
Queens,102,4,4,0,SB,2018
Queens,102,0,0,0,BB,2017
Queens,102,2,2,0,SB,2016
Queens,102,0,0,0,BB,2019
Queens,102,48,48,0,BM,2016
Queens,102,2,0,0,BB,2014
Queens,102,45,46,1,BM,2014
Queens,102,0,0,0,BB,2018
Queens,103,33,33,0,BM,2015
Queens,103,0,0,0,BB,2018
Queens,103,46,46,0,BM,2017
Queens,103,0,0,0,BB,2014
Queens,103,0,0,0,BP,2016
Queens,103,1,1,0,SB,2019
Queens,103,0,0,0,BP,2015
Queens,103,31,31,0,BM,2016
Queens,103,0,0,0,SB,2015
Queens,103,1,1,0,SB,2018
Queens,103,1,1,0,BB,2019
Queens,103,0,0,0,BB,2016
Queens,103,0,0,0,SB,2017
Queens,103,1,0,0,BP,2017
Queens,103,42,42,0,BM,2014
Queens,103,0,0,0,BB,2015
Queens,103,1,0,0,BP,2019
Queens,103,4,0,0,BP,2014
Queens,103,0,0,0,BB,2017
Queens,103,0,0,0,SB,2016
Queens,103,0,0,0,SB,2014
Queens,103,0,0,0,BP,2018
Queens,103,49,46,0,BM,2018
Queens,103,48,43,0,BM,2019
Queens,104,3,2,0,BB,2014
Queens,104,0,0,0,SB,2016
Queens,104,57,57,0,BM,2014
Queens,104,4,0,0,BP,2014
Queens,104,0,0,0,BB,2019
Queens,104,3,0,0,BP,2015
Queens,104,1,0,0,SB,2017
Queens,104,0,0,0,BB,2017
Queens,104,2,2,0,SB,2019
Queens,104,5,0,0,BP,2019
Queens,104,82,82,0,BM,2016
Queens,104,93,93,0,BM,2017
Queens,104,102,102,0,BM,2015
Queens,104,94,88,0,BM,2019
Queens,104,1,0,0,BB,2015
Queens,104,2,0,0,BP,2018
Queens,104,92,75,0,BM,2018
Queens,104,6,6,0,SB,2015
Queens,104,4,0,0,BP,2016
Queens,104,1,0,0,SB,2014
Queens,104,3,1,0,BP,2017
Queens,104,0,0,0,SB,2018
Queens,104,0,0,0,BB,2018
Queens,104,0,0,0,BB,2016
Queens,105,34,32,0,BM,2018
Queens,105,0,0,0,BP,2015
Queens,105,0,0,0,SB,2017
Queens,105,0,0,0,SB,2018
Queens,105,0,0,0,BB,2016
Queens,105,0,0,0,BP,2017
Queens,105,0,0,0,SB,2015
Queens,105,0,0,0,BB,2017
Queens,105,0,0,0,SB,2014
Queens,105,0,0,0,BB,2014
Queens,105,1,1,0,BP,2019
Queens,105,0,0,0,BP,2018
Queens,105,47,45,2,BM,2014
Queens,105,43,44,0,BM,2015
Queens,105,0,0,0,SB,2019
Queens,105,0,0,0,BB,2018
Queens,105,1,1,0,BP,2016
Queens,105,0,0,0,BB,2015
Queens,105,28,28,0,BM,2017
Queens,105,0,0,0,BB,2019
Queens,105,1,1,0,SB,2016
Queens,105,32,32,0,BM,2016
Queens,105,35,30,0,BM,2019
Queens,105,1,0,0,BP,2014
Queens,106,1,1,0,SB,2017
Queens,106,50,42,0,BM,2019
Queens,106,44,44,1,BM,2015
Queens,106,31,25,0,BM,2018
Queens,106,1,0,0,BP,2014
Queens,106,0,0,0,BB,2018
Queens,106,0,0,0,BP,2016
Queens,106,1,0,0,SB,2015
Queens,106,1,1,0,SB,2019
Queens,106,0,0,0,BB,2015
Queens,106,3,2,0,SB,2014
Queens,106,1,0,0,BP,2019
Queens,106,1,1,0,SB,2018
Queens,106,0,0,0,BP,2017
Queens,106,0,0,0,BB,2014
Queens,106,41,41,0,BM,2016
Queens,106,0,0,0,BB,2016
Queens,106,0,0,0,SB,2016
Queens,106,0,0,0,BP,2015
Queens,106,33,34,0,BM,2014
Queens,106,1,1,0,BB,2019
Queens,106,1,0,0,BP,2018
Queens,106,0,0,0,BB,2017
Queens,106,33,34,0,BM,2017
Queens,107,0,0,0,BB,2015
Queens,107,1,1,0,SB,2015
Queens,107,0,0,0,BB,2014
Queens,107,0,0,0,BB,2019
Queens,107,0,0,0,SB,2014
Queens,107,2,0,0,BP,2019
Queens,107,26,26,0,BM,2019
Queens,107,24,24,0,BM,2015
Queens,107,26,26,0,BM,2014
Queens,107,1,0,0,BP,2015
Queens,107,0,0,0,BP,2014
Queens,107,1,0,0,SB,2016
Queens,107,35,35,0,BM,2016
Queens,107,0,0,0,SB,2019
Queens,107,0,0,0,SB,2017
Queens,107,1,0,0,BP,2016
Queens,107,0,0,0,BB,2017
Queens,107,0,0,0,BB,2018
Queens,107,27,26,0,BM,2018
Queens,107,23,23,0,BM,2017
Queens,107,0,0,0,BB,2016
Queens,107,0,0,0,SB,2018
Queens,107,1,0,0,BP,2017
Queens,107,1,0,0,BP,2018
Queens,108,0,0,0,BB,2018
Queens,108,8,8,0,SB,2014
Queens,108,1,2,0,BB,2019
Queens,108,91,78,1,BM,2018
Queens,108,0,0,0,BB,2017
Queens,108,0,0,0,BP,2015
Queens,108,104,87,2,BM,2019
Queens,108,114,114,0,BM,2014
Queens,108,7,6,0,SB,2017
Queens,108,7,7,0,SB,2019
Queens,108,1,0,0,BP,2014
Queens,108,101,102,0,BM,2016
Queens,108,108,109,1,BM,2017
Queens,108,4,4,0,SB,2016
Queens,108,3,0,0,BP,2018
Queens,108,1,2,0,BB,2016
Queens,108,5,1,0,BP,2019
Queens,108,2,2,0,BB,2015
Queens,108,5,5,0,SB,2015
Queens,108,5,5,0,SB,2018
Queens,108,117,116,2,BM,2015
Queens,108,0,0,0,BB,2014
Queens,108,5,1,0,BP,2016
Queens,108,5,0,0,BP,2017
Queens,109,0,0,0,BB,2014
Queens,109,79,80,0,BM,2016
Queens,109,6,2,0,BP,2018
Queens,109,0,0,0,BB,2019
Queens,109,0,0,0,BB,2017
Queens,109,94,89,0,BM,2019
Queens,109,77,77,0,BM,2015
Queens,109,3,3,0,SB,2017
Queens,109,0,0,0,BB,2015
Queens,109,54,53,1,BM,2014
Queens,109,3,0,0,BP,2016
Queens,109,0,0,0,SB,2016
Queens,109,2,2,0,SB,2015
Queens,109,3,2,0,SB,2014
Queens,109,8,0,0,BP,2017
Queens,109,1,1,0,SB,2018
Queens,109,0,0,0,BB,2016
Queens,109,88,89,1,BM,2017
Queens,109,5,0,0,BP,2019
Queens,109,0,0,0,SB,2019
Queens,109,3,0,0,BP,2015
Queens,109,75,70,0,BM,2018
Queens,109,3,0,0,BP,2014
Queens,109,0,0,0,BB,2018
Queens,110,0,0,0,BB,2019
Queens,110,9,0,0,BP,2018
Queens,110,9,0,0,BP,2017
Queens,110,5,0,0,BP,2016
Queens,110,0,0,0,BB,2014
Queens,110,97,97,0,BM,2017
Queens,110,5,5,0,SB,2018
Queens,110,94,96,0,BM,2015
Queens,110,0,0,0,BB,2015
Queens,110,96,98,1,BM,2016
Queens,110,79,78,1,BM,2014
Queens,110,3,2,0,SB,2014
Queens,110,113,91,0,BM,2018
Queens,110,4,3,0,SB,2015
Queens,110,0,0,0,BB,2016
Queens,110,2,1,0,SB,2019
Queens,110,1,1,0,BB,2017
Queens,110,6,0,0,BP,2019
Queens,110,143,110,0,BM,2019
Queens,110,11,1,0,BP,2015
Queens,110,0,0,0,BB,2018
Queens,110,5,4,0,SB,2016
Queens,110,4,4,0,SB,2017
Queens,110,3,0,0,BP,2014
Queens,111,0,0,0,BB,2015
Queens,111,0,0,0,BB,2014
Queens,111,0,0,0,BB,2018
Queens,111,0,0,0,BP,2017
Queens,111,1,0,0,BP,2014
Queens,111,0,0,0,BB,2017
Queens,111,0,0,0,BP,2016
Queens,111,17,17,0,BM,2017
Queens,111,0,0,0,BP,2019
Queens,111,14,10,0,BM,2018
Queens,111,2,2,0,SB,2014
Queens,111,0,0,0,SB,2016
Queens,111,29,23,0,BM,2019
Queens,111,13,13,0,BM,2014
Queens,111,0,0,0,BP,2018
Queens,111,20,19,1,BM,2016
Queens,111,24,24,0,BM,2015
Queens,111,1,1,0,SB,2017
Queens,111,2,2,0,SB,2018
Queens,111,0,0,0,BB,2016
Queens,111,2,2,0,SB,2019
Queens,111,1,0,0,BP,2015
Queens,111,2,2,0,SB,2015
Queens,111,0,0,0,BB,2019
Queens,112,3,1,0,BP,2018
Queens,112,1,1,0,SB,2016
Queens,112,33,32,1,BM,2017
Queens,112,31,23,0,BM,2019
Queens,112,0,0,0,BB,2018
Queens,112,1,0,0,BP,2015
Queens,112,0,0,0,BB,2019
Queens,112,0,0,0,BB,2017
Queens,112,1,1,0,SB,2014
Queens,112,30,30,0,BM,2016
Queens,112,2,2,0,SB,2017
Queens,112,0,0,0,BB,2016
Queens,112,2,0,0,BP,2014
Queens,112,2,1,0,SB,2015
Queens,112,1,0,0,SB,2018
Queens,112,1,0,0,BP,2017
Queens,112,0,0,0,BB,2015
Queens,112,34,34,0,BM,2015
Queens,112,0,0,0,BP,2019
Queens,112,4,3,0,SB,2019
Queens,112,2,0,0,BP,2016
Queens,112,20,19,1,BM,2014
Queens,112,0,0,0,BB,2014
Queens,112,35,29,0,BM,2018
Queens,113,38,28,0,BM,2018
Queens,113,0,0,0,BP,2018
Queens,113,0,0,0,BB,2016
Queens,113,39,38,1,BM,2014
Queens,113,0,0,0,SB,2017
Queens,113,0,0,0,SB,2019
Queens,113,1,0,0,SB,2014
Queens,113,0,0,0,BP,2019
Queens,113,0,0,0,BB,2015
Queens,113,0,0,0,BB,2017
Queens,113,39,42,0,BM,2016
Queens,113,0,0,0,BB,2014
Queens,113,25,25,0,BM,2017
Queens,113,0,0,0,BP,2014
Queens,113,46,46,0,BM,2015
Queens,113,0,0,0,BB,2019
Queens,113,1,1,0,SB,2018
Queens,113,1,0,0,BP,2017
Queens,113,0,0,0,BP,2015
Queens,113,0,0,0,SB,2015
Queens,113,41,37,0,BM,2019
Queens,113,1,0,0,BP,2016
Queens,113,0,0,0,SB,2016
Queens,113,0,0,0,BB,2018
Queens,114,2,3,0,BB,2016
Queens,114,137,139,1,BM,2017
Queens,114,7,7,0,SB,2017
Queens,114,2,0,0,BP,2019
Queens,114,4,1,0,BP,2017
Queens,114,1,1,0,BB,2018
Queens,114,1,1,0,BB,2017
Queens,114,6,2,0,BP,2015
Queens,114,5,5,0,SB,2018
Queens,114,4,4,0,SB,2015
Queens,114,123,122,1,BM,2014
Queens,114,4,0,0,BP,2014
Queens,114,152,127,1,BM,2018
Queens,114,1,1,0,BB,2019
Queens,114,3,0,0,BP,2018
Queens,114,150,140,0,BM,2019
Queens,114,3,2,0,SB,2014
Queens,114,0,0,0,BB,2014
Queens,114,123,123,0,BM,2016
Queens,114,3,3,0,SB,2019
Queens,114,0,0,0,BB,2015
Queens,114,111,110,1,BM,2015
Queens,114,5,0,0,BP,2016
Queens,114,1,1,0,SB,2016
Queens,115,2,3,0,BB,2014
Queens,115,1,2,0,BB,2016
Queens,115,8,8,0,SB,2016
Queens,115,1,2,0,BB,2018
Queens,115,106,94,1,BM,2018
Queens,115,106,108,0,BM,2015
Queens,115,2,2,0,BB,2019
Queens,115,2,1,0,BB,2015
Queens,115,7,0,0,BP,2019
Queens,115,93,94,0,BM,2014
Queens,115,3,1,0,BP,2018
Queens,115,3,3,0,SB,2018
Queens,115,5,4,0,SB,2015
Queens,115,97,99,0,BM,2017
Queens,115,5,0,0,BP,2017
Queens,115,6,6,0,SB,2014
Queens,115,4,3,0,SB,2019
Queens,115,4,0,0,BP,2014
Queens,115,8,7,0,SB,2017
Queens,115,109,110,1,BM,2016
Queens,115,6,0,0,BP,2015
Queens,115,8,2,0,BP,2016
Queens,115,107,92,0,BM,2019
Queens,115,1,2,0,BB,2017
StatenIsland,120,1,0,0,BP,2015
StatenIsland,120,41,33,0,BM,2018
StatenIsland,120,0,0,0,BB,2016
StatenIsland,120,0,0,0,BB,2019
StatenIsland,120,29,29,0,BM,2014
StatenIsland,120,2,2,0,SB,2018
StatenIsland,120,2,2,0,SB,2019
StatenIsland,120,0,0,0,SB,2017
StatenIsland,120,0,0,0,BB,2015
StatenIsland,120,0,0,0,BB,2018
StatenIsland,120,2,1,0,BP,2019
StatenIsland,120,1,1,0,SB,2014
StatenIsland,120,34,34,0,BM,2017
StatenIsland,120,0,0,0,BB,2014
StatenIsland,120,0,0,0,BB,2017
StatenIsland,120,0,0,0,SB,2015
StatenIsland,120,3,3,0,SB,2016
StatenIsland,120,1,0,0,BP,2017
StatenIsland,120,1,0,0,BP,2016
StatenIsland,120,16,16,0,BM,2015
StatenIsland,120,0,0,0,BP,2018
StatenIsland,120,33,33,0,BM,2016
StatenIsland,120,28,24,1,BM,2019
StatenIsland,120,0,0,0,BP,2014
StatenIsland,121,0,0,0,BB,2018
StatenIsland,121,1,1,0,SB,2017
StatenIsland,121,0,0,0,BP,2017
StatenIsland,121,2,2,0,SB,2019
StatenIsland,121,0,0,0,BB,2014
StatenIsland,121,1,1,0,SB,2018
StatenIsland,121,0,0,0,SB,2016
StatenIsland,121,0,0,0,BB,2015
StatenIsland,121,0,0,0,BP,2016
StatenIsland,121,0,0,0,BP,2018
StatenIsland,121,15,15,0,BM,2014
StatenIsland,121,19,19,0,BM,2016
StatenIsland,121,22,19,0,BM,2019
StatenIsland,121,0,0,0,BB,2019
StatenIsland,121,0,0,0,SB,2014
StatenIsland,121,20,18,0,BM,2018
StatenIsland,121,21,21,0,BM,2015
StatenIsland,121,0,0,0,BP,2014
StatenIsland,121,0,0,0,BB,2017
StatenIsland,121,0,0,0,BP,2015
StatenIsland,121,20,20,0,BM,2017
StatenIsland,121,0,0,0,BP,2019
StatenIsland,121,1,1,0,SB,2015
StatenIsland,121,0,0,0,BB,2016
StatenIsland,122,13,13,1,BM,2015
StatenIsland,122,0,0,0,BB,2019
StatenIsland,122,16,15,1,BM,2016
StatenIsland,122,1,0,0,BP,2018
StatenIsland,122,0,0,0,BP,2017
StatenIsland,122,1,0,0,BP,2015
StatenIsland,122,0,0,0,SB,2015
StatenIsland,122,0,0,0,BB,2016
StatenIsland,122,15,15,0,BM,2014
StatenIsland,122,1,0,0,BP,2016
StatenIsland,122,2,1,0,SB,2016
StatenIsland,122,3,3,0,SB,2019
StatenIsland,122,0,0,0,SB,2018
StatenIsland,122,1,0,0,BB,2014
StatenIsland,122,16,14,0,BM,2019
StatenIsland,122,9,5,0,BM,2018
StatenIsland,122,0,0,0,SB,2014
StatenIsland,122,0,0,0,BP,2014
StatenIsland,122,0,0,0,BB,2017
StatenIsland,122,19,19,0,BM,2017
StatenIsland,122,0,0,0,BP,2019
StatenIsland,122,0,0,0,BB,2018
StatenIsland,122,0,0,0,BB,2015
StatenIsland,122,2,2,0,SB,2017
StatenIsland,123,2,2,0,SB,2016
StatenIsland,123,8,6,0,BM,2019
StatenIsland,123,0,0,0,BB,2014
StatenIsland,123,1,1,0,BM,2014
StatenIsland,123,0,0,0,BP,2014
StatenIsland,123,3,3,0,SB,2014
StatenIsland,123,0,0,0,BB,2015
StatenIsland,123,5,5,0,BM,2015
StatenIsland,123,1,0,0,BP,2015
StatenIsland,123,0,0,0,SB,2015
StatenIsland,123,0,0,0,BB,2016
StatenIsland,123,0,0,0,BP,2019
StatenIsland,123,5,5,0,BM,2016
StatenIsland,123,0,0,0,BB,2017
StatenIsland,123,8,9,0,BM,2017
StatenIsland,123,0,0,0,BP,2017
StatenIsland,123,1,1,0,SB,2017
StatenIsland,123,0,0,0,BB,2018
StatenIsland,123,7,6,0,BM,2018
StatenIsland,123,0,0,0,BP,2018
StatenIsland,123,0,0,0,SB,2018
StatenIsland,123,0,0,0,BB,2019
StatenIsland,123,0,0,0,BP,2016
StatenIsland,123,0,0,0,SB,2019
